"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/MediaCompositing/DefaultMediaPlaneMaterial.DefaultMediaPlaneMaterial","21","2","0","1","0.000000","0","0"
"/Engine/EngineMaterials/EditorBrushMaterial.EditorBrushMaterial","21","2","0","1","0.000000","0","0"
